"","id","country","location","latitude","longitude","month","year","depth","bleaching_severity","coral_family","coral_species","water_temperature"
"1598",6081,"Cuba","Cayo Rosario (cresta)",21.59578,-81.92717,3,2001,"1.3","Severity Unknown","","",""
"1599",6106,"Cuba","Cayo Sigua - Cayo Diego Pérez 1 (cresta)",21.96048,-81.46685,3,2001,"0.8","Severity Unknown","","",""
"1600",6107,"Cuba","Cayo Sigua - Cayo Diego Pérez 1 (profundo)",21.96352,-81.46249,3,2001,"14","Severity Unknown","","",""
"1601",6108,"Cuba","Cayo Sigua - Cayo Diego Pérez 2 (cresta)",21.96948,-81.47945,3,2001,"1","Severity Unknown","","",""
"1602",6100,"Cuba","Cayo Sigua 1 (cresta)",21.891,-81.41752,3,2001,"1.2","Severity Unknown","","",""
"1603",6101,"Cuba","Cayo Sigua 1 (profundo)",21.90428,-81.41669,3,2001,"7.7","Severity Unknown","","",""
"1604",6103,"Cuba","Cayo Sigua 2 (cresta)",21.90227,-81.4258,3,2001,"0.9","Severity Unknown","","",""
"1605",6104,"Cuba","Cayo Sigua 3 (cresta)",21.91243,-81.43044,3,2001,"1","Severity Unknown","","",""
"1606",6105,"Cuba","Cayo Sigua 3 (profundo)",21.91628,-81.42838,3,2001,"8.2","Severity Unknown","","",""
"1607",6132,"Cuba","Cayo Verde (cresta)",23.15111,-80.21278,5,2001,"1.5","Severity Unknown","","",""
"1608",6133,"Cuba","Cayo Verde (profundo)",23.15528,-80.21222,5,2001,"7.5","Severity Unknown","","",""
"1609",6087,"Cuba","Cayos Hijos de los Ballenatos (cresta)",21.58565,-81.5859,3,2001,"1.3","Severity Unknown","","Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,",""
"1610",6085,"Cuba","Cayos Hijos de los Ballenatos (profundo)",21.57978,-81.5886,3,2001,"16.1","Low","","",""
"1611",6178,"Cuba","Cayos Mates Sur",20.575,-78.11983,8,2001,"1","Low","","",""
"1612",6135,"Cuba","Cayos Pajonal (Punta Tocinera) (profundo)",22.915,-79.70139,5,2001,"15.2","Low","","",""
"1613",3952,"Cuba","Cienfuegos Bay",22.03,-80.433,10,2003,"","No Bleaching","","",""
"1614",3942,"Cuba","City of Santiago de Cuba",19.9613,-75.871,9,2003,"10-25m","Low","","Siderastrea siderea, Montastrea annularis, M. faveolata, Diploria sp.",""
"1615",2330,"Cuba","Cuba",22,-79,NA,1998,"","Severity Unknown","","",""
"1616",2338,"Cuba","Cuba",22,-79,8,1998,"35","High","","",""
"1617",6121,"Cuba","E. Cayo Diego Pérez",22.08567,-81.57018,3,2001,"10.1","Severity Unknown","","",""
"1618",6118,"Cuba","E. Ensenada de Cazones (cresta)",22.14688,-81.5006,3,2001,"2.6","Severity Unknown","","",""
"1619",6119,"Cuba","E. Ensenada de Cazones (profundo)",22.154,-81.47765,3,2001,"9.7","Severity Unknown","","Porites astreoides,",""
"1620",4101,"Cuba","East of Bahía de Cochinos",22.16629,-81.13785,9,2005,"3-25 m","Medium","","Montastraea annularis, Siderastrea siderea, Agaricia spp., Porites spp. and Diploria spp.","33C"
"1621",4106,"Cuba","Facing the Instituto de Oceanología, Havana City",23.096,-82.472,10,2005,"	3-22 m","High","","	Agaricia spp and Montastraea spp.",""
"1622",6201,"Cuba","Faro de la Vela (cresta)",21.2177,-79.55815,8,2001,"1","Severity Unknown","","Acropora palmata,Acropora palmata,",""
"1623",6202,"Cuba","Faro de la Vela (profundo)",21.21895,-79.56731,8,2001,"13.4","Severity Unknown","","",""
"1624",3962,"Cuba","Guardalavaca Beach",21.1167,-75.867,10,2003,"6-30M","Low","","",""
"1625",3955,"Cuba","Havana City",23.154,-82.406,11,2003,"","No Bleaching","","",""
"1626",4058,"Cuba","Havana City",23.08,-82.467,8,2005,"Reef crests to 27 m","No Bleaching","","",""
"1627",2340,"Cuba","Levisa ( Cayo Levisa )",22.8833333333333,-83.5666666666667,6,1998,"","Severity Unknown","","",""
"1628",3963,"Cuba","Marea del Portillo, Southwest of Gramma Province",19.9,-77.2,11,2003,"","No Bleaching","","",""
"1629",4057,"Cuba","María La Gorda",21.785,-84.5,8,2005,"Reef crests to 27 m","No Bleaching","","",""
"1630",4074,"Cuba","María la Gorda (West end of Cuba)",21.799,-84.522,9,2005,"18-25m","Low","","Agaricia spp",""
"1631",4325,"Cuba","María la Gorda (West end of Cuba)",21.79938,-84.521733,11,2005,"5-20M","Medium","","Agaricia spp, Montastraea spp. and Porites spp.",""
"1632",6203,"Cuba","Médanos de la Vela Centro",21.29943,-79.58503,8,2001,"7.7","Low","","",""
"1633",6090,"Cuba","Médanos Vizcaínos 1 (cresta)",21.7849,-81.18098,3,2001,"1.6","Severity Unknown","","",""
"1634",6091,"Cuba","Médanos Vizcaínos 1 (profundo)",21.79657,-81.172,3,2001,"14.7","Severity Unknown","","",""
"1635",6092,"Cuba","Médanos Vizcaínos 2 (cresta)",21.80467,-81.19756,3,2001,"1.6","Severity Unknown","","",""
"1636",6093,"Cuba","Médanos Vizcaínos 2 (profundo)",21.80873,-81.19495,3,2001,"13.3","Severity Unknown","","",""
"1637",6094,"Cuba","Médanos Vizcaínos 3 (cresta)",21.83333,-81.24723,3,2001,"0.7","Severity Unknown","","",""
"1638",6095,"Cuba","Médanos Vizcaínos 3 (profundo)",21.83793,-81.24957,3,2001,"12.7","Severity Unknown","","",""
"1639",6096,"Cuba","Médanos Vizcaínos 4 (cresta)",21.8479,-81.28558,3,2001,"0.8","Severity Unknown","","",""
"1640",6097,"Cuba","Médanos Vizcaínos 4 (profundo)",21.8536,-81.28443,3,2001,"13.1","Severity Unknown","","",""
"1641",6157,"Cuba","Media Luna (cresta)",22.62667,-78.69305,6,2001,"0.9","Severity Unknown","","",""
"1642",106,"Cuba","Moal Boal",22,-78,9,1998,"","Low","","",""
"1643",6089,"Cuba","N. Cayo de Dios (profundo)",21.73835,-81.09621,3,2001,"10","Low","","",""
"1644",6116,"Cuba","N. Cayo Pinos 1",22.10898,-81.4836,3,2001,"12.3","Severity Unknown","","",""
"1645",6122,"Cuba","N. Cayo Pinos 2",22.10147,-81.54668,3,2001,"10.9","Severity Unknown","","",""
"1646",6204,"Cuba","N. Médano de la Vela A (profundo)",21.45432,-79.64588,8,2001,"10.6","Low","","",""
"1647",6205,"Cuba","N. Médano de la Vela B (profundo)",21.45432,-79.64588,8,2001,"10.3","Low","","",""
"1648",6120,"Cuba","N.E. Ensenada de Cazones",22.15877,-81.51317,3,2001,"7.3","Severity Unknown","","",""
"1649",2339,"Cuba","Paraiso (Cayo Paraiso )",22.9166666666667,-83.475,6,1998,"","Severity Unknown","","",""
"1650",6167,"Cuba","Pasa Cachiboca",20.68508,-78.7575,8,2001,"9.6","Low","","",""
"1651",6171,"Cuba","Piedra Grande (cresta)",20.81197,-78.84795,8,2001,"1","Severity Unknown","","",""
"1652",6059,"Cuba","Playa Larga 1 (cresta)",21.45113,-82.78275,3,2001,"0.8","Severity Unknown","","",""
"1653",6058,"Cuba","Playa Larga 1 (profundo)",21.44863,-82.77863,3,2001,"14.2","Severity Unknown","","",""
"1654",6061,"Cuba","Playa Larga 2 (cresta)",21.455,-82.76898,3,2001,"0.7","Low","","",""
"1655",6060,"Cuba","Playa Larga 2 (profundo)",21.45185,-82.76871,3,2001,"14.2","Severity Unknown","","",""
"1656",6063,"Cuba","Playa Larga 3 (cresta)",21.48142,-82.70292,3,2001,"1.1","Severity Unknown","","",""
"1657",6062,"Cuba","Playa Larga 3 (profundo)",21.47733,-82.7028,3,2001,"13.3","Low","","",""
"1658",6064,"Cuba","Playa Larga 4 (cresta)",21.4835,-82.6965,3,2001,"0.9","Severity Unknown","","",""
"1659",6195,"Cuba","Punta Bretón",21.07575,-79.46774,8,2001,"14.6","Low","","",""
"1660",6196,"Cuba","Punta Bretón (cresta)",21.07952,-79.46741,8,2001,"1.2","Severity Unknown","","",""
"1661",6057,"Cuba","Punta Francés 1 (cresta)",21.61788,-83.1945,3,2001,"0.8","Severity Unknown","","",""
"1662",6056,"Cuba","Punta Francés 1 (profundo)",21.61408,-83.19598,3,2001,"8.6","Low","","",""
"1663",6055,"Cuba","Punta Francés 2 (cresta)",21.59705,-83.1734,3,2001,"0.5","Low","","Diploria clivosa,Millepora complanata,Montastraea annularis,Siderastrea siderea,",""
"1664",6054,"Cuba","Punta Francés 2 (profundo)",21.59147,-83.17368,3,2001,"15","Severity Unknown","","",""
"1665",4318,"Cuba","Punta Francés, Isla de la Juventud",21.61,-83.1018836,11,2005,"","Low","","Montastraea franksi and Agaricia spp.",""
"1666",4076,"Cuba","Punta Perdiz  (Bahía de Cochinos)",22.114,-81.118,9,2005,"5-25m","Medium","","Montastraea annularis, Siderastrea siderea, Montastraea faveolata, Montastraea cavernosa and Diploria spp.","31C at 20-25m"
"1667",4107,"Cuba","Reparto Flores, Havana City",23.101136,-82.4654,10,2005,"   30 m","Medium","","Leptoseris cucullata,  Agaricia spp. and Siderastrea siderea","26ºC (regulator thermometer)"
"1668",4102,"Cuba","Rincón de Guanabo (East of Havana City)",23.177,-82.098,9,2005,"2m","High","","Siderastrea siderea, Millepora complanata, Diploria strigosa, Montastraea faveolata,   Acropara palmata",""
"1669",6115,"Cuba","S. Ensenada de Cazones (cresta)",22.09885,-81.51933,3,2001,"0.5","Severity Unknown","","",""
"1670",6114,"Cuba","S. Ensenada de Cazones (profundo)",22.09588,-81.51759,3,2001,"10.7","Low","","",""
"1671",6088,"Cuba","S.E. Cayo Largo (profundo)",21.61185,-81.29778,3,2001,"16.8","Severity Unknown","","",""
"1672",6109,"Cuba","S.E. Cayo. Diego Pérez (profundo)",21.98787,-81.47563,3,2001,"13","Low","","",""
"1673",6110,"Cuba","S.E. Cayo. Diego Pérez 1 (profundo)",22.02088,-81.51035,3,2001,"13.9","Severity Unknown","","",""
"1674",6111,"Cuba","S.E. Cayo. Diego Pérez 2 (cresta)",22.02162,-81.51587,3,2001,"1.3","Severity Unknown","","",""
"1675",6113,"Cuba","S.E. Cayo. Diego Pérez 3 (cresta)",22.03605,-81.5146,3,2001,"1.2","Severity Unknown","","",""
"1676",6112,"Cuba","S.E. Cayo. Diego Pérez 4 (profundo)",22.03602,-81.50661,3,2001,"12.9","Low","","",""
"1677",6117,"Cuba","S.E. Ensenada de Cazones",22.11627,-81.49672,3,2001,"10.6","Severity Unknown","","",""
"1678",216,"Cuba","Santiago",19.9734,-76.1308,8,1998,"","Low","","",""
"1679",424,"Cuba","south coast Cuba",21.329,-79.5761,NA,1998,"","No Bleaching","","",""
"1680",215,"Cuba","Varadero",22.1,-81.195,8,1998,"","High","","",""
"1681",3961,"Cuba","West of Santiago de Cuba",19.95,-76.41667,11,2003,"20-30M","Low","","",""
"1682",29339,"Dominican Republic","Bavaro",18.658,-68.345,5,2011,"12 m","No Bleaching","","","Air temp 27 Deg C, water temp 27 Deg C"
"1683",29346,"Dominican Republic","Bayahibe",18.438,-69.68,8,2011,"9 m","No Bleaching","","","Air tempertaure 31 Deg C, water temperature 29 Deg C"
"1684",29337,"Dominican Republic","Bayahibe, La Romana",18.343,-68.846,5,2011,"16 m","No Bleaching","","","Air temp 31 Deg C, water temp 32 Deg C"
"1685",29342,"Dominican Republic","Bayahibe, Pedernalis",18.328,-68.818,8,2011,"11.3","No Bleaching","","","Air temp 31 Deg C, water temp 30 Deg C"
"1686",6407,"Dominican Republic","BCH001",18.43431,-69.62516,7,2004,"10","Low","","Agaricia agaricites,Agaricia agaricites,Montastraea annularis,Montastraea faveolata,Montastraea faveolata,",""
"1687",6409,"Dominican Republic","BCH002",18.43943,-69.60937,7,2004,"12.9","Severity Unknown","","",""
"1688",6408,"Dominican Republic","BCH003",18.43644,-69.62452,7,2004,"7","Severity Unknown","","Porites astreoides,",""
"1689",29338,"Dominican Republic","Cabeza de Toro, Bavaro",18.658,-68.341,5,2011,"10.5 m","No Bleaching","","","Air temp 27 Deg c, water temp 27 Deg C"
"1690",6410,"Dominican Republic","CRO001",17.93222,-71.672,7,2004,"10.5","Severity Unknown","","Montastraea annularis,Montastraea annularis,Montastraea annularis,",""
"1691",6413,"Dominican Republic","CRO002",17.84924,-71.64235,7,2004,"9.6","Low","","Agaricia agaricites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Montastraea franksi,Montastraea franksi,",""
"1692",6411,"Dominican Republic","CRO003",17.78789,-71.66578,7,2004,"10.7","Low","","Agaricia agaricites,Agaricia agaricites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,",""
"1693",6412,"Dominican Republic","CRO004",17.81208,-71.64098,7,2004,"4.5","Low","","Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Porites porites,",""
"1694",6414,"Dominican Republic","CRO005",17.84356,-71.64061,7,2004,"12.8","Low","","Agaricia agaricites,Montastraea faveolata,Montastraea franksi,Montastraea franksi,",""
"1695",6415,"Dominican Republic","CRO006",17.89032,-71.66064,7,2004,"5.2","Low","","Meandrina meandrites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,",""
"1696",2297,"Dominican Republic","Dominican Republic",19.1666666666667,-69.5333333333333,NA,1987,"","Severity Unknown","","",""
"1697",6393,"Dominican Republic","DR1-1",18.53363,-68.3511,8,2003,"1.1","Severity Unknown","","",""
"1698",6214,"Dominican Republic","DR1-2",18.52967,-68.35857,8,2003,"1.1","Severity Unknown","","",""
"1699",6391,"Dominican Republic","DR1-2",18.52967,-68.35857,8,2003,"1.1","Severity Unknown","","",""
"1700",6392,"Dominican Republic","DR1-3",18.533,-68.34772,8,2003,"6.5","Low","","",""
"1701",6395,"Dominican Republic","DR2-1",18.67738,-68.39847,8,2003,"1.1","Severity Unknown","","",""
"1702",6396,"Dominican Republic","DR2-2",18.68032,-68.39188,8,2003,"5.6","Severity Unknown","","",""
"1703",6394,"Dominican Republic","DR2-3",18.65917,-68.34582,8,2003,"5.5","Severity Unknown","","",""
"1704",6398,"Dominican Republic","DR3-1",18.51442,-68.36715,8,2003,"1.1","Severity Unknown","","",""
"1705",6399,"Dominican Republic","DR3-2",18.52175,-68.35453,8,2003,"5.7","Low","","",""
"1706",6397,"Dominican Republic","DR3-3",18.50612,-68.36298,8,2003,"7","Low","","",""
"1707",6401,"Dominican Republic","DR4-1",18.4762,-68.38708,8,2003,"1.3","Severity Unknown","","",""
"1708",6400,"Dominican Republic","DR4-2",18.47095,-68.38652,8,2003,"4.5","Low","","",""
"1709",6404,"Dominican Republic","DR4-3",18.46303,-68.39069,8,2003,"6.2","Low","","",""
"1710",6403,"Dominican Republic","DR5-1",18.55552,-68.34274,8,2003,"1.2","Severity Unknown","","",""
"1711",6402,"Dominican Republic","DR5-2",18.54992,-68.3428,8,2003,"4.6","Low","","",""
"1712",6406,"Dominican Republic","DR6-1",18.53917,-68.34579,8,2003,"1","Severity Unknown","","",""
"1713",6405,"Dominican Republic","DR6-2",18.5376,-68.34579,8,2003,"6.2","Low","","",""
"1714",6977,"Dominican Republic","El Seibo, Miches",19.05,-68.96,12,2009,"13.2","Low","","","Air temp 31 Deg C"
"1715",6978,"Dominican Republic","El Seibo, Miches",19.05,-69.05,12,2009,"3.3","Severity Unknown","","","Air temp 31 Deg C."
"1716",6979,"Dominican Republic","El Seibo, Miches",19,-69.04,12,2009,"3.3","Low","","","Air temp 29 Deg C."
"1717",29343,"Dominican Republic","Juancho, pedernales",17.801,-71.304,8,2011,"123 m","No Bleaching","","","Air temperature  29 Deg c, water temperature 29 Deg C"
"1718",29344,"Dominican Republic","La Caleta",18.438,-69.686,2,2011,"11.7 m","No Bleaching","","","Air temperature 31.2 Deg C, 30.2 Deg C"
"1719",29345,"Dominican Republic","La Caleta",18.438,-69.686,10,2011,"9 m","No Bleaching","","","Air temperature 31 Deg C, water temperature 29 Deg C"
"1720",29335,"Dominican Republic","La caleta",18.434,-69.685,1,2011,"6 m","No Bleaching","","","Air temp 29 Deg C, water temp 26 Deg C"
"1721",6424,"Dominican Republic","LTR001",19.32939,-69.53166,8,2004,"2.8","Severity Unknown","","",""
"1722",6426,"Dominican Republic","LTR002",19.33222,-69.54214,8,2004,"4.3","Severity Unknown","","",""
"1723",6425,"Dominican Republic","LTR003",19.33084,-69.51691,8,2004,"7.2","Severity Unknown","","",""
"1724",6416,"Dominican Republic","MCR001",19.91503,-71.62348,8,2004,"8.6","Severity Unknown","","",""
"1725",6417,"Dominican Republic","MCR002",19.91791,-71.58644,8,2004,"8.2","Low","","Siderastrea siderea,",""
"1726",6418,"Dominican Republic","MCR003",19.91843,-71.57738,8,2004,"3.8","Severity Unknown","","",""
"1727",6419,"Dominican Republic","MCR004",19.91375,-71.60312,8,2004,"1.3","Severity Unknown","","Acropora palmata,Acropora palmata,Acropora palmata,",""
"1728",6420,"Dominican Republic","MCR005",19.91568,-71.59913,8,2004,"6.8","Low","","Acropora cervicornis,Montastraea annularis,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,",""
"1729",6421,"Dominican Republic","MCR006",19.91723,-71.59245,8,2004,"6","Low","","Meandrina meandrites,",""
"1730",7211,"Dominican Republic","New Providence South east",25.01,-77.56,10,2010,"","Severity Unknown","","",""
"1731",6423,"Dominican Republic","PRU001",19.88025,-71.31739,8,2004,"11.3","Severity Unknown","","",""
"1732",6422,"Dominican Republic","PRU002",19.86629,-71.29879,8,2004,"4.7","Severity Unknown","","Acropora cervicornis,Acropora palmata,Acropora palmata,Acropora palmata,",""
"1733",29331,"Dominican Republic","Puerto Plata",19.78,-70.645,4,2011,"6 m","No Bleaching","","","Air temperature 29 Deg C, water temp 26 deg C"
"1734",7153,"Dominican Republic","Puerto Plata",19.78,-70.65,6,2007,"5.5","No Bleaching","","","Air temperature Deg C, water temperature Deg C."
"1735",29341,"Dominican Republic","Punta Cana, Bavaro",18.683,-68.393,4,2011,"13 m","No Bleaching","","","Air temp 27 Deg C, water temp 27 Deg C"
"1736",220,"Haiti","Haiti",18.9211,-72.6752,9,1998,"","High","","",""
"1737",6459,"Jamaica","Bloody Bay",18.34205,-78.35578,8,2000,"8.9","Low","","",""
"1738",6444,"Jamaica","Booby North Point",18.13335,-76.33076,8,2000,"11.7","Low","","",""
"1739",6433,"Jamaica","Boscolbel West",18.40977,-76.98328,8,2000,"7.7","Low","","",""
"1740",6445,"Jamaica","Boston Bay",18.1724,-76.37453,8,2000,"9.4","Severity Unknown","","",""
"1741",6483,"Jamaica","Braco Village West",18.48273,-77.49855,9,2000,"9.7","Low","","",""
"1742",6481,"Jamaica","Chalet Caribe, Classroom, Reading",18.45345,-77.97095,8,2000,"7","Low","","Porites porites,",""
"1743",6429,"Jamaica","Dairy Bull - Deep",18.46787,-77.3884,8,2000,"10","Severity Unknown","","",""
"1744",6474,"Jamaica","Davis Cove East",18.4259,-78.2511,8,2000,"12.4","Low","","Acropora cervicornis,Diploria labyrinthiformis,Montastraea annularis,Porites astreoides,Siderastrea radians,",""
"1745",6430,"Jamaica","DBay - CARICOMP",18.4731,-77.4143,8,2000,"8.8","Severity Unknown","","Montastraea annularis,Montastraea annularis,Unknown species,",""
"1746",6447,"Jamaica","Dicky's Reef",18.41905,-77.07847,8,2000,"9.9","Severity Unknown","","",""
"1747",2285,"Jamaica","Discovery Bay",18.45,-77.3166666666667,7,1987,"","Severity Unknown","","",""
"1748",2286,"Jamaica","Discovery Bay",18.45,-77.3166666666667,9,1998,"30","High","","",""
"1749",2553,"Jamaica","Discovery bay",18.4794,-77.3287,9,1987,"1- 12","High","Agariciidae,Faviidae,","Agaracia lamarcki,  Diploria labririnthiformis,  Montastrea annularis","max 30.5C (Average monthly mean in Oct 1987 30C)"
"1750",6446,"Jamaica","Double Reef",18.41487,-77.10143,8,2000,"1.4","Severity Unknown","","",""
"1751",6454,"Jamaica","Drumville Cove",18.2603,-78.36535,8,2000,"11.8","Low","","Agaricia agaricites,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Montastraea faveolata,Unknown species,",""
"1752",6455,"Jamaica","Falmouth East, Trelawny",18.49637,-77.63175,8,2000,"8.2","Severity Unknown","","",""
"1753",6465,"Jamaica","Green Island",18.39158,-78.28452,8,2000,"5.6","Low","","",""
"1754",6473,"Jamaica","Green Island East",18.41425,-78.27095,8,2000,"12.3","Low","","Agaricia agaricites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,",""
"1755",6432,"Jamaica","Hedo 3 - Nursery",18.47013,-77.32127,8,2000,"3.4","Low","","",""
"1756",6482,"Jamaica","Holiday Inn",18.5261,-77.85705,8,2000,"8.7","Severity Unknown","","",""
"1757",6479,"Jamaica","Homer's Cove",18.21918,-78.29095,8,2000,"10.3","Low","","",""
"1758",2283,"Jamaica","Jamaica",18.2,-77.25,NA,1987,"","Severity Unknown","","",""
"1759",2284,"Jamaica","Jamaica",18.2,-77.25,5,1998,"","Severity Unknown","","",""
"1760",2258,"Jamaica","Jamaica",18.2,-77.25,NA,1963,"","Severity Unknown","","",""
"1761",144,"Jamaica","Jamaica",17.7848,-77.5627,10,1998,"","Medium","","",""
"1762",103,"Jamaica","Jamaica, Discovery Bay",18.4794,-77.3287,9,1998,"","Low","","",""
"1763",4094,"Jamaica","Kingston, Lime Cay (The South Coast)",17.93,-79.807,9,2005,"10-30 ft","Medium","","Acropora cervicornis, Colpophyllia natans, Diplora labrynthiformis, Diplora strigosa, Meandrina meandricites, 
Millepora alcicornis and M. complanata, Montastrea annularis, Porites astreoides, Siderastrea radians, Siderastrea siderea, Agaricia agaricites",""
"1764",6451,"Jamaica","Laughlands E",18.4413,-77.20762,8,2000,"13.6","Severity Unknown","","",""
"1765",287,"Jamaica","Little Bloody Bay",18.3527,-78.3486,NA,1998,"","No Bleaching","","",""
"1766",6453,"Jamaica","Little River",18.47277,-77.27473,8,2000,"13.1","Low","","",""
"1767",6449,"Jamaica","Long Bay East Coast",18.07383,-76.28737,8,2000,"6.5","Severity Unknown","","",""
"1768",6460,"Jamaica","Long Bay Montego",18.52068,-77.74488,8,2000,"9.6","Severity Unknown","","",""
"1769",6480,"Jamaica","Long Bay Negril",18.30078,-78.3612,8,2000,"10.6","Low","","",""
"1770",6472,"Jamaica","Lucea Bay East",18.46417,-78.13188,8,2000,"8.9","Low","","",""
"1771",4093,"Jamaica","Montego Bay, Doctor’s Cave beach and westward. (north coast)",18.463,-77.947,9,2005,"<3M depth","Low","","Millepora spp. (mainly complanata), Montastrea annularis,  
Acropora cervicornis Agaricia agaricites: Porites porites: 
Palythoa caribaeorum","31C"
"1772",6468,"Jamaica","Mosquito Cove - Deep",18.46861,-78.1225,8,2000,"7.1","Low","","",""
"1773",6467,"Jamaica","Mosquito Cove - Shallow",18.46583,-78.12695,8,2000,"1.5","Low","","",""
"1774",6485,"Jamaica","Mountain Spring Bay",18.4927,-77.59513,9,2000,"10.1","Low","","",""
"1775",6450,"Jamaica","Navy Island",18.19115,-76.45693,8,2000,"1.6","Severity Unknown","","",""
"1776",2287,"Jamaica","Ocho Rios",18.4,-77.0833333333333,NA,1987,"","Severity Unknown","","",""
"1777",6448,"Jamaica","Ocho Rios West - Sewage End",18.41932,-77.1182,8,2000,"14.5","Low","","",""
"1778",6434,"Jamaica","Oraccobessa East",18.41122,-76.94885,8,2000,"8.5","Low","","",""
"1779",6439,"Jamaica","Orange Bay East Coast",18.23402,-76.60513,8,2000,"7.5","Low","","",""
"1780",6464,"Jamaica","Orange Bay West Coast - Deep",18.38025,-78.31163,8,2000,"8.4","Low","","",""
"1781",6463,"Jamaica","Orange Bay West Coast - Shallow",18.37745,-78.31112,8,2000,"1.6","Low","","",""
"1782",6427,"Jamaica","Pear Tree - Deep",18.46305,-77.35813,8,2000,"8.5","Low","","",""
"1783",6428,"Jamaica","Pear Tree - Shallow",18.46305,-77.35813,8,2000,"1.8","Severity Unknown","","",""
"1784",6436,"Jamaica","Port Maria East",18.37487,-76.87403,8,2000,"9.8","Severity Unknown","","",""
"1785",222,"Jamaica","Portland Bight, Jamaica",17.7777,-77.0837,10,1998,"","Medium","","",""
"1786",6431,"Jamaica","Rio Bueno",18.47922,-77.45108,8,2000,"5.4","Severity Unknown","","",""
"1787",6441,"Jamaica","Rio Nuevo West",18.41507,-77.00549,8,2000,"10.6","Low","","",""
"1788",7101,"Jamaica","Robins Bay, St. Mary",18.31,-76.8,6,2008,"6","Severity Unknown","","","Air temp 30 Deg C, Water temp 30 Deg C"
"1789",6470,"Jamaica","Round Hill - Deep",18.45778,-78.01258,8,2000,"9.6","Low","","",""
"1790",6471,"Jamaica","Round Hill - Shallow",18.45778,-78.01258,8,2000,"1.4","Severity Unknown","","",""
"1791",6435,"Jamaica","Salt Bay West",18.35438,-76.84695,8,2000,"10.8","Severity Unknown","","",""
"1792",6456,"Jamaica","Salt Marsh, Trelawny",18.5125,-77.64194,8,2000,"7.8","Severity Unknown","","",""
"1793",6461,"Jamaica","Sandals Montego Bay, St. James",18.52405,-77.87952,8,2000,"7.2","Low","","",""
"1794",6466,"Jamaica","Sandy Bay",18.45908,-78.07535,8,2000,"8.7","Low","","",""
"1795",6458,"Jamaica","Sandy Cay Bottom",18.31255,-78.35413,8,2000,"1.5","Severity Unknown","","",""
"1796",6478,"Jamaica","Savannah La Mar",18.1735,-78.16417,8,2000,"9.2","Low","","",""
"1797",6469,"Jamaica","Seawind, Montego Bay",18.45658,-77.95422,8,2000,"1.9","Severity Unknown","","",""
"1798",6475,"Jamaica","Sergeant Major Reef",18.49468,-77.93455,8,2000,"8","Low","","",""
"1799",6438,"Jamaica","Sheerness Bay",18.31847,-76.8032,8,2000,"9.7","Low","","",""
"1800",6484,"Jamaica","Silver Sands",18.49287,-77.52645,9,2000,"10.6","Low","","",""
"1801",6457,"Jamaica","Snapper Drop",18.28868,-78.36662,8,2000,"11.7","Low","","",""
"1802",6452,"Jamaica","St. Ann's Bay-West",18.44963,-77.20762,8,2000,"10.4","Severity Unknown","","",""
"1803",6486,"Jamaica","Stewart Bay",18.49498,-77.56112,9,2000,"10.2","Low","","",""
"1804",6443,"Jamaica","Tower Isle East - Deep",18.4248,-77.03201,8,2000,"7","Severity Unknown","","",""
"1805",6442,"Jamaica","Tower Isle East - Shallow",18.42308,-77.02917,8,2000,"1.8","Severity Unknown","","",""
"1806",6476,"Jamaica","Tropical Beach - Deep",18.50585,-77.92167,8,2000,"5.2","Low","","",""
"1807",6477,"Jamaica","Tropical Beach - Shallow",18.50592,-77.91893,8,2000,"1.9","Severity Unknown","","",""
"1808",6437,"Jamaica","Wag Water",18.27453,-76.70869,8,2000,"10","Low","","",""
"1809",6440,"Jamaica","Windsor Castle",18.26963,-76.6898,8,2000,"9.2","Low","","",""
"1810",6462,"Jamaica","Witches Maze, Rose Hall, Wyndham Hotel, St. James",18.52827,-77.81665,8,2000,"9.3","Severity Unknown","","",""
"1811",6644,"Turks and Caicos Islands","Caicos Bank: TC13-The Arch",21.48327,-71.5177,8,1999,"11","Severity Unknown","","",""
"1812",6645,"Turks and Caicos Islands","Caicos Bank: TC14-Airplane",21.54603,-71.4558,8,1999,"15.6","Severity Unknown","","",""
"1813",6646,"Turks and Caicos Islands","Caicos Bank: TC15-Ambergris 1",21.3,-71.6,8,1999,"6.2","Severity Unknown","","Montastraea faveolata,Montastraea faveolata,Porites astreoides,Porites astreoides,Porites astreoides,Porites astreoides,Porites astreoides,",""
